SMILES,num_rings,heavy_atoms,Compound Identification: Reaxys Commercial Substance ID,Links to Reaxys,Data Count,CAS Registry Number,Chemical Name,Linear Structure Formula,Molecular Formula,Molecular Weight
N1N=CC2=CC=NN=C12,2,9,3652770.0,https://www.reaxys.com/reaxys/secured/hopinto.do?context=S&query=IDE.RCSID%3D3652770&database=RC&origin=ReaxysOutput&ln=,(106 of 406),271-75-0,"1H-pyrazolo[3,4-c]pyridazine; 8-acetyl-4-{[4-(2-furylcarbonyl)piperazino]carbonyl}-3-methyl-1-oxa-8-azaspiro[4.5]dec-3-en-2-one; 6,7-Diaza-1H-indazole",C5H4N4,C5H4N4,120.114
N1N=CC2=CN=NC=C12,2,9,3801915.0,https://www.reaxys.com/reaxys/secured/hopinto.do?context=S&query=IDE.RCSID%3D3801915&database=RC&origin=ReaxysOutput&ln=,(121 of 406),271-55-6,"1H-Pyrazolo[3,4-d]pyridazine; [3-(1H-imidazol-1-yl)propyl](methyl)amine",C5H4N4,C5H4N4,120.114
N1N=C2C=CC=NC2=N1,2,9,9585054.0,https://www.reaxys.com/reaxys/secured/hopinto.do?context=S&query=IDE.RCSID%3D9585054&database=RC&origin=ReaxysOutput&ln=,(148 of 406),273-34-7,"2H-[1,2,3]Triazolo[4,5-b]pyridine; 1H-1,2,3-Triazolo[4,5-b]pyridine; 3-(4-fluorobenzyl)-6-[3-(2-methylpropyl)-1H-pyrazol-5-yl][1,2,4]triazolo[3,4-b][1,3,4]thiadiazole; InChI=1/C5H4N4/c1-2-4-5(6-3-1)8-9-7-4/h1-3H,(H,6,7,8,9); 1H-[1,2,3]triazolo[4,5-b]pyridine; 3H-[1,2,3]Triazolo[4,5-b]pyridine; 1H-1,2,3-Triazolo(4,5-b)pyridine",C5H4N4,C5H4N4,120.114
N1C=C2C=NC=NC2=N1,2,9,9585168.0,https://www.reaxys.com/reaxys/secured/hopinto.do?context=S&query=IDE.RCSID%3D9585168&database=RC&origin=ReaxysOutput&ln=,(149 of 406),271-78-3,"2H-Pyrazolo[3,4-d]pyrimidine; [3,4-dimethyl-2-(1H-tetrazol-1-yl)phenyl][4-(4-methoxyphenyl)piperazin-1-yl]methanone; 3-amino-6-(4-chlorophenyl)-1,5-dihydro-4H-pyrazolo[4,3-c]pyridin-4-one; 5-cyclopropyl-1-methyl-1H-pyrazole-4-carboxylic acid; 3,8-Dibromo-1,5-naphthyridine; 1H-Pyrazolo[3,4-d]pyrimidine",C5H4N4,C5H4N4,120.114
N1C=C2N=CC=NC2=N1,2,9,9587397.0,https://www.reaxys.com/reaxys/secured/hopinto.do?context=S&query=IDE.RCSID%3D9587397&database=RC&origin=ReaxysOutput&ln=,(151 of 406),24977-38-6,"2H-Pyrazolo[3,4-b]pyrazine; 2-(cyclopentylamino)-N-(4-hydroxyphenyl)-1,3-thiazole-4-carboxamide; 4,7-Diaza-1H-indazole",C5H4N4,C5H4N4,120.114
N1N=C2C=CN=CC2=N1,2,9,11097649.0,https://www.reaxys.com/reaxys/secured/hopinto.do?context=S&query=IDE.RCSID%3D11097649&database=RC&origin=ReaxysOutput&ln=,(186 of 406),273-05-2,"2H-[1,2,3]triazolo[4,5-c]pyridine; 1H-[1,2,3]Triazolo[4,5-c]pyridine; 3H-1,2,3-Triazolo[4,5-c]pyridine; 1,3-dimethyl-5-(2-nitrophenyl)-7-(thiophen-2-yl)pyrido[2,3-d]pyrimidine-2,4(1H,3H)-dione; 1-(1-phenylcyclopropyl)pent-4-yn-1-one; 1H-[1,2,3]-triazolo-[4,5-C]-pyridine; 2h-[1,2,3]tri-azolo[4,5-c]pyridine",C5H4N4,C5H4N4,120.114
N1N=CC2=NN=CC=C12,2,9,11222147.0,https://www.reaxys.com/reaxys/secured/hopinto.do?context=S&query=IDE.RCSID%3D11222147&database=RC&origin=ReaxysOutput&ln=,(195 of 406),36874-06-3,"1H-pyrazolo[4,3-c]pyridazine; N-{3-[ethyl(phenyl)amino]propyl}-1H-pyrrolo[3,2-h]quinoline-2-carboxamide",C5H4N4,C5H4N4,120.114
N1C=C2N=CN=CC2=N1,2,9,59572110.0,https://www.reaxys.com/reaxys/secured/hopinto.do?context=S&query=IDE.RCSID%3D59572110&database=RC&origin=ReaxysOutput&ln=,(366 of 406),272-55-9,"N-[2-(2-methoxyphenyl)ethyl]-N'-{3-[(1-methyl-1H-imidazol-2-yl)carbonyl]phenyl}ethanediamide; 2H-Pyrazolo[4,3-d]pyrimidine(8ci,9ci); 5'-Bromo-2,3'-bipyridine; 1H-Pyrazolo[4,3-d]pyrimidine; 2H-pyrazolo[4,3-d]pyrimidine",C5H4N4,C5H4N4,120.114
N1C=CC2=NN=CN=C12,2,9,21666943.0,https://www.reaxys.com/reaxys/secured/hopinto.do?context=S&query=IDE.RCSID%3D21666943&database=RC&origin=ReaxysOutput&ln=,(274 of 406),nan,"5H-pyrrolo[2,3-e][1,2,4]triazine",C5H4N4,C5H4N4,120.114
O1N=NC2=CN=CC=C12,2,9,11548180.0,https://www.reaxys.com/reaxys/secured/hopinto.do?context=S&query=IDE.RCSID%3D11548180&database=RC&origin=ReaxysOutput&ln=,(226 of 406),54459-91-5,"[1,2,3]oxadiazolo[4,5-c]pyridine; oxadiazolo[4,5-c]pyridine",C5H3N3O,C5H3N3O,121.098
O1N=NC2=CC=CN=C12,2,9,11554920.0,https://www.reaxys.com/reaxys/secured/hopinto.do?context=S&query=IDE.RCSID%3D11554920&database=RC&origin=ReaxysOutput&ln=,(235 of 406),273-65-4,"[1,2,3]oxadiazolo[5,4-b]pyridine; oxadiazolo[5,4-b]pyridine",C5H3N3O,C5H3N3O,121.098
O1C=NC2=CN=CN=C12,2,9,3632545.0,https://www.reaxys.com/reaxys/secured/hopinto.do?context=S&query=IDE.RCSID%3D3632545&database=RC&origin=ReaxysOutput&ln=,(100 of 406),273-64-3,"Oxazolo[5,4-d]pyrimidine; [1,3]oxazolo[5,4-d]pyrimidine; N-(4-chloro-2-methylphenyl)-6-methyl-4-(piperidin-1-yl)furo[2,3-d]pyrimidine-5-carboxamide; 7-Bromo-5-nitrobenzofuran-2-carboxylic acid; 6-(2-Hydroxyphenyl)picolinaldehyde; Oxazolo[5,4-d]pyrimidine (8CI,9CI); OXAZOLOPYRIMIDINE D54[]-,",C5H3N3O,C5H3N3O,121.098
O1C=C2C=NC=NC2=N1,2,9,11038478.0,https://www.reaxys.com/reaxys/secured/hopinto.do?context=S&query=IDE.RCSID%3D11038478&database=RC&origin=ReaxysOutput&ln=,(172 of 406),28648-19-3,"[1,2]oxazolo[3,4-d]pyrimidine; 4-Bromo-3,5-diiodo-2,6-dimethylpyridine; isoxazolo[3,4-d]pyrimidine",C5H3N3O,C5H3N3O,121.098
O1C=NC2=NC=NC=C12,2,9,11087834.0,https://www.reaxys.com/reaxys/secured/hopinto.do?context=S&query=IDE.RCSID%3D11087834&database=RC&origin=ReaxysOutput&ln=,(180 of 406),42850-93-1,"[1,3]oxazolo[4,5-d]pyrimidine; 3-[(1-cyclopropanecarbonyl-2-methyl-2,3-dihydro-1H-indol-5-yl)sulfonyl]-N-(3-methoxyphenyl)propanamide; 4,4,5,5-TEtramethyl-2-{4-[(2-methylphenyl)carbonyl]phenyl}-1,3,2-dioxaborolane; oxazolo[4,5-d]pyrimidine",C5H3N3O,C5H3N3O,121.098
O1N=C2C=CN=CC2=N1,2,9,11542992.0,https://www.reaxys.com/reaxys/secured/hopinto.do?context=S&query=IDE.RCSID%3D11542992&database=RC&origin=ReaxysOutput&ln=,(220 of 406),33066-56-7,"[1,2,5]oxadiazolo[3,4-c]pyridine",C5H3N3O,C5H3N3O,121.098
O1N=CC2=CN=CN=C12,2,9,11549253.0,https://www.reaxys.com/reaxys/secured/hopinto.do?context=S&query=IDE.RCSID%3D11549253&database=RC&origin=ReaxysOutput&ln=,(229 of 406),272-04-8,"[1,2]oxazolo[5,4-d]pyrimidine; 2-[6-(CYclopropylmethoxy)-2,3-difluoro-phenyl]-4,4,5,5-tetramethyl-1,3,2-dioxaborolane; isoxazolo[5,4-d]pyrimidine",C5H3N3O,C5H3N3O,121.098
O1N=CC2=NC=NC=C12,2,9,11551770.0,https://www.reaxys.com/reaxys/secured/hopinto.do?context=S&query=IDE.RCSID%3D11551770&database=RC&origin=ReaxysOutput&ln=,(232 of 406),7486-06-8,"[1,2]oxazolo[4,5-d]pyrimidine; Isoxazolo[4,5-d]pyrimidine (8CI,9CI)",C5H3N3O,C5H3N3O,121.098
O1C=C2N=CN=CC2=N1,2,9,40791470.0,https://www.reaxys.com/reaxys/secured/hopinto.do?context=S&query=IDE.RCSID%3D40791470&database=RC&origin=ReaxysOutput&ln=,(314 of 406),272-58-2,"N-(2-((2-Hydroxyethyl)amino)-2-oxoethyl)-3-methylbenzamide; [1,2]oxazolo[4,3-d]pyrimidine; isoxazolo[4,3-d]pyrimidine",C5H3N3O,C5H3N3O,121.098
O1N=C2C=CC=NC2=N1,2,9,65728865.0,https://www.reaxys.com/reaxys/secured/hopinto.do?context=S&query=IDE.RCSID%3D65728865&database=RC&origin=ReaxysOutput&ln=,(373 of 406),273-44-9,"[1,2,5]oxadiazolo[3,4-b]pyridine",C5H3N3O,C5H3N3O,121.098
N1N=NC2=CN=NC=C12,2,9,5020255.0,https://www.reaxys.com/reaxys/secured/hopinto.do?context=S&query=IDE.RCSID%3D5020255&database=RC&origin=ReaxysOutput&ln=,(135 of 406),273-07-4,"1H-[1,2,3]triazolo[4,5-d]pyridazine; 3H-triazolo[5,4-d]pyridazine",C4H3N5,C4H3N5,121.101
N1N=NC2=NC=NC=C12,2,9,11088132.0,https://www.reaxys.com/reaxys/secured/hopinto.do?context=S&query=IDE.RCSID%3D11088132&database=RC&origin=ReaxysOutput&ln=,(182 of 406),273-40-5,"1H-[1,2,3]triazolo[4,5-d]pyrimidine; 8-Azapurine, MolPort-004-758-175, MolPort-004-758-176, MolPort-004-758-177, MolPort-004-759-622, MolPort-004-759-623, CID64962, 1H-1,2,3-Triazolo(4,5-d)pyrimidine, C015008, 273-40-5; 2H-Triazolo[4,5-d]pyrimidine",C4H3N5,C4H3N5,121.101
N1N=NC2=CN=CN=C12,2,9,11213758.0,https://www.reaxys.com/reaxys/secured/hopinto.do?context=S&query=IDE.RCSID%3D11213758&database=RC&origin=ReaxysOutput&ln=,(193 of 406),500338-80-7,"3H-[1,2,3]triazolo[4,5-d]pyrimidine; 3H-1,2,3-TRIAZOLO(4,5-D)PYRIMIDINE; 2-Thiophenecarboxaldehyde, 5-bromo-4-hexyl-; 3H-1,2,3-triazolo[4,5-d]pyrimidine",C4H3N5,C4H3N5,121.101
N1N=NC2=CC=NN=C12,2,9,11269357.0,https://www.reaxys.com/reaxys/secured/hopinto.do?context=S&query=IDE.RCSID%3D11269357&database=RC&origin=ReaxysOutput&ln=,(198 of 406),nan,"3H-[1,2,3]triazolo[4,5-c]pyridazine",C4H3N5,C4H3N5,121.101
N1N=C2N=CC=NC2=N1,2,9,3642621.0,https://www.reaxys.com/reaxys/secured/hopinto.do?context=S&query=IDE.RCSID%3D3642621&database=RC&origin=ReaxysOutput&ln=,(103 of 406),273-95-0,"2H-[1,2,3]triazolo[4,5-b]pyrazine; ethyl 2-{4-[(6-chloro-3,4-dihydro-2H-1,4-benzoxazine-4-carbonyl)amino]phenyl}acetate; 2H-1,2,3-Triazolo[4,5-b]pyrazine; 2H-triazolo[4,5-b]pyrazine",C4H3N5,C4H3N5,121.101
N1N=C2C=NC=NC2=N1,2,9,10966752.0,https://www.reaxys.com/reaxys/secured/hopinto.do?context=S&query=IDE.RCSID%3D10966752&database=RC&origin=ReaxysOutput&ln=,(158 of 406),273-39-2,"2H-[1,2,3]triazolo[4,5-d]pyrimidine; 2H-triazolo[4,5-d]pyrimidine",C4H3N5,C4H3N5,121.101
N1C=NC2=CN=NN=C12,2,9,11221100.0,https://www.reaxys.com/reaxys/secured/hopinto.do?context=S&query=IDE.RCSID%3D11221100&database=RC&origin=ReaxysOutput&ln=,(194 of 406),273-32-5,"7H-imidazo[4,5-d][1,2,3]triazine; N-(cyclopropylmethyl)-N-({4-[(1-methylpiperidin-4-yl)methyl]phenyl}methyl)propanamide; 7H-imidazo[5,4-d]triazine",C4H3N5,C4H3N5,121.101
N1N=CC2=C1N=NC=N2,2,9,77261515.0,https://www.reaxys.com/reaxys/secured/hopinto.do?context=S&query=IDE.RCSID%3D77261515&database=RC&origin=ReaxysOutput&ln=,(376 of 406),nan,"1-[3-(4-chlorophenyl)-1H-pyrazole-5-carbonyl]-4-(2,4-dimethylbenzenesulfonyl)piperazine; 1H-pyrazolo[4,3-e][1,2,4]triazine",C4H3N5,C4H3N5,121.101
O1N=C2C=NC=NC2=N1,2,9,11480932.0,https://www.reaxys.com/reaxys/secured/hopinto.do?context=S&query=IDE.RCSID%3D11480932&database=RC&origin=ReaxysOutput&ln=,(211 of 406),14183-23-4,"[1,2,5]oxadiazolo[3,4-d]pyrimidine; Ethyl 3-(2-hydroxy-4-methoxyphenyl)-3-oxopropanoate; [1,2,5]Oxadiazolo[3,4-d]pyrimidine (8ci,9CI)",C4H2N4O,C4H2N4O,122.086
O1N=NC2=CN=CN=C12,2,9,42814914.0,https://www.reaxys.com/reaxys/secured/hopinto.do?context=S&query=IDE.RCSID%3D42814914&database=RC&origin=ReaxysOutput&ln=,(319 of 406),273-66-5,"[1,2,3]Oxadiazolo[5,4-d]pyrimidine (8ci,9CI); 5-(3-Methoxyphenyl)nicotinonitrile; [1,2,3]oxadiazolo[5,4-d]pyrimidine; oxadiazolo[5,4-d]pyrimidine",C4H2N4O,C4H2N4O,122.086
O1N=NC2=NC=NC=C12,2,9,42814945.0,https://www.reaxys.com/reaxys/secured/hopinto.do?context=S&query=IDE.RCSID%3D42814945&database=RC&origin=ReaxysOutput&ln=,(320 of 406),452-25-5,"[1,2,3]oxadiazolo[4,5-d]pyrimidine; oxadiazolo[4,5-d]pyrimidine",C4H2N4O,C4H2N4O,122.086
S1C=C2C=CC=CC2=C1,2,9,9679368.0,https://www.reaxys.com/reaxys/secured/hopinto.do?context=S&query=IDE.RCSID%3D9679368&database=RC&origin=ReaxysOutput&ln=,(153 of 406),270-82-6,Benzo[c]thiophene; 2-benzothiophene; Isobenzothiophene; Isothianaphtene; benzocthiophene,C8H6S,C8H6S,134.202
S1C=CC2=C1C=CC=C2,2,9,15148.0,https://www.reaxys.com/reaxys/secured/hopinto.do?context=S&query=IDE.RCSID%3D15148&database=RC&origin=ReaxysOutput&ln=,(18 of 406),95-15-8,"Thianaphthene; Benzo[b]thiophene; 8-Ethylsulfanyl-5-methyl-1,2,3,4-tetrahydro-7-thia-6,9,11-triaza-benzo[c]fluorene; N-[4-CHLORO-3-(1,1-DIOXO-1??^(6),2-THIAZOLIDIN-2-YL)PHENYL]-2-PHENOXYACETAMIDE; 2-[4-({[2-(1H-indol-3-yl)ethyl]amino}methyl)-2-methoxyphenoxy]ethanol; 2-(Methylamino)-1-(naphthalen-2-yl)pentan-1-one Hydrochloride; InChI=1/C8H6S/c1-2-4-8-7(3-1)5-6-9-8/h1-6",C8H6S,C8H6S,134.202
S1C=CC2=C1C=CC=N2,2,9,40019.0,https://www.reaxys.com/reaxys/secured/hopinto.do?context=S&query=IDE.RCSID%3D40019&database=RC&origin=ReaxysOutput&ln=,(33 of 406),272-67-3,"Thieno[3,2-b]pyridine; 3-(6-{[(furan-2-yl)methyl]amino}-[1,2,4]triazolo[4,3-b]pyridazin-3-yl)-N-[(4-methylphenyl)methyl]propanamide; 3,4,6-trimethyl-N-[2-(5-methylfuran-2-yl)-2-(4-methylpiperidin-1-yl)ethyl]-1-benzofuran-2-carboxamide; 5-[(3-ethyl-4-isopropyl-1-piperazinyl)carbonyl]-N-[(1-methyl-1H-pyrazol-4-yl)methyl]-2-pyridinamine; 3-[4-Oxo-2-thioxo-5-(5-p-tolyl-furan-2-ylmethylene)-thiazolidin-3-yl]-propionic acid; phenyl 6-bromo-2-(4-chlorophenyl)quinoline-4-carboxylate; 5-Cyano-2-isopropyl-nicotinic acid methyl ester",C7H5NS,C7H5NS,135.189
S1C=NC2=C1C=CC=C2,2,9,63325.0,https://www.reaxys.com/reaxys/secured/hopinto.do?context=S&query=IDE.RCSID%3D63325&database=RC&origin=ReaxysOutput&ln=,(49 of 406),95-16-9,"Benzothiazole; Benzo[d]thiazole; N-(2,4-dimethoxyphenyl)-2-{[3-(4-methylphenyl)-4-oxo-3,4,5,6,7,8-hexahydro[1]benzothieno[2,3-d]pyrimidin-2-yl]sulfanyl}acetamide; 2-[1-(4-Dimethylamino-phenyl)-3-(4-methoxy-benzyl)-5-oxo-2-thioxo-imidazolidin-4-yl]-N-(4-ethyl-phenyl)-acetamide; {4-[3-(propan-2-yl)-1H-1,2,4-triazol-5-yl]-2-azaspiro[4.4]non-2-yl}(thiophen-2-yl)methanone; 1-(4-chlorophenyl)-N-[(3-methoxyphenyl)methyl]-2-oxopyrrolidine-3-carboxamide; 1-(2-bromophenyl)-3-[4-(2-chlorophenyl)-1,3-thiazol-2-yl]urea",C7H5NS,C7H5NS,135.189
S1N=CC2=CC=CC=C12,2,9,3860166.0,https://www.reaxys.com/reaxys/secured/hopinto.do?context=S&query=IDE.RCSID%3D3860166&database=RC&origin=ReaxysOutput&ln=,(126 of 406),272-16-2,"Benzo[d]isothiazole; 1,2-Benzisothiazole; 1,2-benzothiazole; 2-{5-amino-4-[3-(4-methylphenyl)-1,2,4-oxadiazol-5-yl]-1H-1,2,3-triazol-1-yl}-N-(4-chlorophenyl)acetamide; 2-[4-(4-methylphenoxy)phenyl]hexahydro-4,6-ethenocyclopropa[f]isoindole-1,3(2H,3aH)-dione; Benzo[d]isothiazole, 1,2-BENZISOTHIAZOLE, CCRIS 6347, CID9225, LS-188119, 272-16-2; methyl 2-{[(2-bromophenyl)carbamoyl]amino}-4-methyl-1,3-thiazole-5-carboxylate",C7H5NS,C7H5NS,135.189
S1C=C2C=CC=CC2=N1,2,9,5019060.0,https://www.reaxys.com/reaxys/secured/hopinto.do?context=S&query=IDE.RCSID%3D5019060&database=RC&origin=ReaxysOutput&ln=,(133 of 406),271-61-4,"2,1-benzisothiazole; 2,1-benzothiazole; Benzo[c]isothiazole; N-ethyl-4-{2-phenyl-1H,4H,5H,6H,7H,8H-cyclohepta[b]pyrrol-1-yl}benzamide; [1-(cyclopropylmethyl)-5-ethoxy-3-methyl-1H-pyrazol-4-yl]boronic acid; 1,2-Benzisothiazole",C7H5NS,C7H5NS,135.189
S1C=CC2=C1C=CN=C2,2,9,37202.0,https://www.reaxys.com/reaxys/secured/hopinto.do?context=S&query=IDE.RCSID%3D37202&database=RC&origin=ReaxysOutput&ln=,(28 of 406),272-14-0,"thieno[3,2-c]pyridine; thieno[3,2-c]pyridine Thieno[3,2-c]pyridine (6CI,8CI,9CI) 5-Azathianaphthene 5-Aza-1-benzothiophene, 5-Azabenzo[b]thiophene; N-[2-(dimethylamino)ethyl]-N-[(furan-2-yl)methyl]-3-(2-phenoxypropanamido)-1-benzofuran-2-carboxamide; 4-[4-(benzyloxy)-3-methoxyphenyl]-2-(butylsulfanyl)-6-oxo-1,4,5,6-tetrahydropyridine-3-carbonitrile; [1-({5-[(2-chloro-4-methoxyphenoxy)methyl]-3-isoxazolyl}carbonyl)-2-piperidinyl]methanol; Ticlopidine Hydrochloride Imp. A (EP), Ticlopidine Imp. A (EP), Thieno[3,2-c]pyridine; N-benzyl-2-[2-(4-ethylphenyl)-4-oxopyrazolo[1,5-d][1,2,4]triazin-5(4H)-yl]acetamide",C7H5NS,C7H5NS,135.189
S1C=CC2=C1C=NC=C2,2,9,40258.0,https://www.reaxys.com/reaxys/secured/hopinto.do?context=S&query=IDE.RCSID%3D40258&database=RC&origin=ReaxysOutput&ln=,(34 of 406),272-12-8,"Thieno[2,3-c]pyridine; N-[3-(2-methylpiperidino)propyl]-2-(4-oxo-4,5-dihydro-3H-pyridazino[4,5-b]indol-3-yl)acetamide; 1-(4-Bromo-phenyl)-2,3,7-trimethyl-1H,7H-1,3a,5,7,8-pentaaza-cyclopenta[a]indene-4,6-dione; 2-{3-[(2-fluorophenyl)methanesulfonyl]-1H-indol-1-yl}-N-(2-phenylethyl)acetamide; 2-(3-bromo-4-methoxyphenyl)-2-oxoethyl 1H-benzotriazol-1-ylacetate; 1-[(4-chlorophenyl)sulfanyl]cyclopropane-1-carbonitrile; 3-(4-chlorophenyl)-1-methyl-1H-pyrazol-5-amine",C7H5NS,C7H5NS,135.189
S1C=CC2=C1N=CC=C2,2,9,43575.0,https://www.reaxys.com/reaxys/secured/hopinto.do?context=S&query=IDE.RCSID%3D43575&database=RC&origin=ReaxysOutput&ln=,(35 of 406),272-23-1,"thieno[2,3-b]pyridine; N-{2-[({2-methyl-7-oxo-7H-[1,2]oxazolo[2,3-a]pyrimidin-5-yl}methyl)sulfanyl]phenyl}-2-phenoxyacetamide; N-butyl-5-chloro-9-oxa-1-azatricyclo[6.3.1.0?,??]dodeca-2,4(12),5,7-tetraene-2-carboxamide; ethyl [4-[(4-fluorophenyl)sulfonyl]-1-(tetrahydro-3-furanylmethyl)-4-piperidinyl]acetate; N-{5-chloro-2-[hydroxy(phenyl)methyl]-4,6-dimethylthieno[2,3-b]pyridin-3-yl}benzamide; 2,6-dimethyl-N,N',4-triphenyl-1,4-dihydropyridine-3,5-dicarboxamide; 4-Chloro-3-(4-chloro-benzyloxy)-thiophene-2-carboxylic acid",C7H5NS,C7H5NS,135.189
S1C=C2C=CC=NC2=C1,2,9,11553269.0,https://www.reaxys.com/reaxys/secured/hopinto.do?context=S&query=IDE.RCSID%3D11553269&database=RC&origin=ReaxysOutput&ln=,(233 of 406),271-06-7,"thieno[3,4-b]pyridine",C7H5NS,C7H5NS,135.189
S1C=C2C=CN=CC2=C1,2,9,11554112.0,https://www.reaxys.com/reaxys/secured/hopinto.do?context=S&query=IDE.RCSID%3D11554112&database=RC&origin=ReaxysOutput&ln=,(234 of 406),nan,"thieno[3,4-c]pyridine; Thieno[3,4-c]pyridine (8CI,9CI)",C7H5NS,C7H5NS,135.189
S1N=C2C=CC=CC2=N1,2,9,1766.0,https://www.reaxys.com/reaxys/secured/hopinto.do?context=S&query=IDE.RCSID%3D1766&database=RC&origin=ReaxysOutput&ln=,(2 of 406),273-13-2,"2,1,3-Benzothiadiazole; [5-oxo-2-(propan-2-yl)-5H-[1,3,4]thiadiazolo[3,2-a]pyrimidin-7-yl]methyl 2-[(3-methoxyphenyl)formamido]acetate; (5-{4-[(2-chlorobenzyl)oxy]-3-methoxybenzylidene}-4-oxo-2-thioxo-1,3-thiazolidin-3-yl)acetic acid; N-(6-chloro-1,3-benzothiazol-2-yl)-N-[3-(dimethylamino)propyl]-2-oxo-2H-chromene-3-carboxamide; 2-(4-chlorophenoxy)-N-[4-(1,1-dioxo-1??,2-thiazolidin-2-yl)phenyl]acetamide; 2-methyl-1-[5-(3-methylbutan-2-yl)-1,2,4-oxadiazol-3-yl]propan-1-amine; 5-(3-chlorophenyl)-N-(2,6-dimethylphenyl)-1,3-oxazole-4-carboxamide",C6H4N2S,C6H4N2S,136.177
S1N=NC2=C1C=CC=C2,2,9,2137186.0,https://www.reaxys.com/reaxys/secured/hopinto.do?context=S&query=IDE.RCSID%3D2137186&database=RC&origin=ReaxysOutput&ln=,(85 of 406),273-77-8,"Benzo[d][1,2,3]thiadiazole; 1,2,3-benzothiadiazole; 2-tert-butyl-5-(3-chloro-2-methylphenyl)-N-cyclohexyl-6-methyl-4-oxo-4H,5H,6H,7H-pyrazolo[1,5-a]pyrazine-6-carboxamide; 2-methyl-N-{5-[methyl(4-methylphenyl)sulfamoyl]-1,3,4-thiadiazol-2-yl}propanamide; N-{3-methoxy-4-[(1-phenyl-1H-tetrazol-5-yl)oxy]benzyl}cyclopropanamine; methyl 3-(1-ethyl-3-methyl-5-propoxy-1H-pyrazol-4-yl)propanoate; 5-Hydroxy-3,3,5-trimethyl-isoxazolidine-2-carbaldehyde",C6H4N2S,C6H4N2S,136.177
S1C=NC2=NC=CC=C12,2,9,3607174.0,https://www.reaxys.com/reaxys/secured/hopinto.do?context=S&query=IDE.RCSID%3D3607174&database=RC&origin=ReaxysOutput&ln=,(94 of 406),273-98-3,"Thiazolo[4,5-b]pyridine; 1-[2-(diethylamino)ethyl]-3-hydroxy-4-[(4-methoxy-2-methylphenyl)carbonyl]-5-(3-nitrophenyl)-1,5-dihydro-2H-pyrrol-2-one; 1-[3-chloro-5-(4-chlorophenyl)-7-(trifluoromethyl)pyrazolo[1,5-a]pyrimidine-2-carbonyl]-4-phenylpiperazine; 8-(3-Amino-pyrrolidin-1-yl)-2-(4-fluoro-benzyl)-2H-[1,2,4]triazolo[4,3-a]pyrazin-3-one; 5-ethyl-4-imino-3-methyl-4,5-dihydroisoxazolo[5,4-d]pyrimidine-6-thiol; N-[(4-fluorophenyl)methyl]-2-(morpholin-4-yl)pyrimidine-5-carboxamide; 5,5-dimethyl-3-(2-methylpropyl)cyclohex-2-en-1-ol",C6H4N2S,C6H4N2S,136.177
S1C=NC2=CC=CN=C12,2,9,3607175.0,https://www.reaxys.com/reaxys/secured/hopinto.do?context=S&query=IDE.RCSID%3D3607175&database=RC&origin=ReaxysOutput&ln=,(95 of 406),273-84-7,"Thiazolo[5,4-b]pyridine; [1,3]thiazolo[5,4-b]pyridine; [1,3]Thiazolo[5,4-b]pyridine, Thiazolo[5,4-b]pyridine, 273-84-7, thiazolopyridine, SBB056308, SureCN12820, SureCN6479017, THIAZOLO[5,4-B]PYRIDIN, CTK8C1003, 1,3-thiazolino[5,4-b]pyridine, MolPort-009-197-058, ANW-65700, ZINC40448249, AKOS016005544, AG-L-64512, AK-89388, KB-84401, 29551-EP2301923A1, 29551-EP2311842A2, 96237-EP2303894A1; N-(3-chloro-2-methylphenyl)-2-{[5-(4-chlorophenyl)-4-(4-methylphenyl)-4H-1,2,4-triazol-3-yl]sulfanyl}acetamide; 6-(5-Methyl-[1,3,4]thiadiazol-2-ylsulfanylmethyl)-2-piperidin-1-yl-pyrimidin-4-ol; N-[1-(2-furylmethyl)-1H-pyrazol-5-yl]-2-(4-pyridin-4-yl-1H-pyrazol-1-yl)acetamide; methyl 2-{[(2-bromoanilino)carbonyl]amino}-4-methyl-1,3-thiazole-5-carboxylate",C6H4N2S,C6H4N2S,136.177
S1N=CC2=CN=CC=C12,2,9,10973948.0,https://www.reaxys.com/reaxys/secured/hopinto.do?context=S&query=IDE.RCSID%3D10973948&database=RC&origin=ReaxysOutput&ln=,(160 of 406),65505-34-2,"[1,2]thiazolo[4,5-c]pyridine; ISOTHIAZOLO[4,5-C]PYRIDINE",C6H4N2S,C6H4N2S,136.177
S1N=CC2=NC=CC=C12,2,9,11559866.0,https://www.reaxys.com/reaxys/secured/hopinto.do?context=S&query=IDE.RCSID%3D11559866&database=RC&origin=ReaxysOutput&ln=,(239 of 406),65505-33-1,"[1,2]thiazolo[4,5-b]pyridine; ISOTHIAZOLO[4,5-B]PYRIDINE",C6H4N2S,C6H4N2S,136.177
S1C=C2C=CN=CC2=N1,2,9,40705557.0,https://www.reaxys.com/reaxys/secured/hopinto.do?context=S&query=IDE.RCSID%3D40705557&database=RC&origin=ReaxysOutput&ln=,(311 of 406),151063-43-3,"6,8-Dichloro-3a,4,5,9b-tetrahydro-3H-cyclopenta[c]quinoline-4-carboxylic acid; [1,2]thiazolo[3,4-c]pyridine; Isothiazolo[3,4-c]pyridine",C6H4N2S,C6H4N2S,136.177
